Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Latvia,Operator Holding Account,SIA „Ceplis”,45103002772,2007-12-18,closed,“Kiegelceplis”,LV-3723,Lielauces pagasts,2918,3924,5465,2680,2680,2680,2680,2680,,,,,,,,,1202,946,1119,404,259,169,149,147,,,,,,,,,1202,946,1119,404,259,169,149,147,,,,,,,,
Latvia,Operator Holding Account,"LODE SIA, Ane plant",50003032071,2007-12-20,open,Lodes iela 1,LV-4128,Liepas pagasts,2448,2891,3334,29556,29556,29556,29556,29556,21550,21176,20797,20415,20028,19638,19242,18845,6626,5007,5504,13103,3344,5637,6037,6449,8662,11125,12281,18227,,,,,6626,5007,5504,13103,3344,5637,6037,6449,8662,11125,12281,18227,,,,
Latvia,Operator Holding Account,SIA „Jurmalas siltums” Pliekðana 80,42803008058,2007-12-13,closed,Slokas iela 55a liters 2,LV-2015,Jurmala,2210,2167,2126,2035,2035,2035,2035,2035,,,,,,,,,1852,1655,1546,1631,1737,1785,1588,1505,,,,,,,,,1852,1655,1546,1631,1737,1785,1588,1505,,,,,,,,
Latvia,Operator Holding Account,SIA „Jurmalas siltums” Aizputes 1d,42803008058,2007-12-13,closed,Slokas iela 55a liters 2,LV-2015,Jurmala,3450,3383,3319,3153,3153,3153,3153,3153,,,,,,,,,2982,2859,2873,2914,2735,3013,2616,2836,,,,,,,,,2982,2859,2873,2914,2735,3013,2616,2836,,,,,,,,
Latvia,Operator Holding Account,Paðvaldibas AS “Daugavpils siltumtikli”,,2005-11-24,closed,18.Novembra iela 4,LV-5401,Daugavpils,2447,2399,2354,,,,,,,,,,,,,,2873,2761,2318,0,,Not Reported,,,,,,,,,,,2873,2761,2318,,,,,,,,,,,,,
Latvia,Operator Holding Account,Paðvaldibas AS „Daugavpils siltumtikli”,,2005-11-24,closed,18.Novembra iela 4,LV-5401,Daugavpils,13211,12954,12708,,,,,,,,,,,,,,4242,4097,3883,0,,Not Reported,,,,,,,,,,,4242,4097,3883,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Latgales Energija”,,2007-12-28,closed,Kr.Valdemara 21,LV-1010,Riga,4386,4301,4219,2100,0,0,0,0,,,,,,,,,3325,3687,3452,1742,0,,,,,,,,,,,,3325,3687,3452,1742,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Dobeles energija”,45103002039,2005-11-24,closed,E. Francmana iela – 6,LV- 3701,Dobele,3889,3814,3741,,,,,,,,,,,,,,2232,1981,1893,0,,Not Reported,,,,,,,,,,,2232,1981,1893,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Dobeles energija”,45103002039,2005-11-24,closed,E. Francmana iela – 6,LV- 3701,Dobele,340,334,327,,,,,,,,,,,,,,309,328,461,0,,Not Reported,,,,,,,,,,,309,328,461,,,,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Dobeles energija”,45103002039,2005-11-24,closed,E. Francmana iela – 6,LV- 3701,Dobele,76,74,73,,,,,,,,,,,,,,92,93,81,0,,Not Reported,,,,,,,,,,,92,93,81,,,,,,,,,,,,,
