Country,Account Type,Account Holder Name,Main Address Line,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Spain,Operator Holding Account,ALCOHOLERA DE LA PUEBLA SA,"Carretera de Villacañas, S/N",Puebla de Almoradiel,20821,20821,20821,20271,20271,20271,20271,20271,5057,4525,0,3509,3025,2556,2103,1665,20782,13882,14366,42809,24205,19373,19909,19829,18961,1976,19739,23501,,,,,20782,13882,14366,42809,24205,19373,19909,19829,18961,1976,19739,23501,,,,
Spain,Operator Holding Account,"Alcurnia Alimentación, S.L.",Avenida de la Industria,Molina de Segura,,,,1442,1442,1442,1442,1442,0,0,0,0,0,0,0,0,,,1158,1528,1335,1093,1055,1366,,,,,,,,,,,1158,1528,1335,1093,1055,1366,,,,,,,,
Spain,Operator Holding Account,"ALGODONERA SAN ANTONIO INDUSTRIAL, S.A.",ELORREGI AUZOA S/N,BERGARA,0,9803,9803,12316,12316,12316,12316,12316,,,,,,,,,,11103,10032,8597,5121,5102,294,0,,,,,,,,,,11103,10032,8597,5121,5102,294,,,,,,,,,
Spain,Operator Holding Account,"Algosur Pinzón, S.L.","Crtra. de Pinzón a los Palacios, km. 1",Pinzón-Utrera,0,6550,6550,5548,5548,5548,5548,5548,,,,,,,,,,191,26,0,3917,5032,2832,0,Excluded,Excluded,Excluded,Excluded,,,,,,191,26,5548,3917,5032,2832,,,,,,,,,
Spain,Operator Holding Account,ALIER SA,"Diputació, 238, 5º, 8ª",Barcelona (Barcelona),114184,114184,114184,119377,119377,119377,119377,119377,49809,48942,24038,23605,46342,45476,44609,43742,108866,110936,115564,111451,109701,115987,113909,114259,111429,38849,27786,84711,,,,,108866,110936,115564,111451,109701,115987,113909,114259,111429,38849,27786,84711,,,,
Spain,Operator Holding Account,ALIMENTOS ESPANOLES ALSAT SL,"Polígono Industrial Isaac Peral, s/n",DON BENITO,0,14536,14536,15523,15523,15523,15523,15523,8349,8103,7860,7618,7379,7141,6906,6674,,10425,11713,11440,13952,11414,7957,8889,6625,9805,9182,6580,,,,,,10425,11713,11440,13952,11414,7957,8889,6625,9805,9182,6580,,,,
Spain,Operator Holding Account,"Alimentos Lácteos, S.A.","Lugar de Santa Mariña, nº9",Outeiro de Rei (Lugo),0,5309,5309,4902,4902,4902,4902,4902,2758,0,0,0,0,0,0,0,,3368,2851,3680,1254,7119,6009,1997,464,,,,,,,,,3368,2851,3680,1254,7119,6009,1997,464,,,,,,,
Spain,Operator Holding Account,Alpiq Energía España S.A.U,"C/ Balmes 89, 2º- 2ª",Barcelona,0,0,0,666446,653780,653780,653780,653780,,,,,,,,,0,0,834061,1171480,705844,161266,621654,782646,268236,133389,141938,234043,,,,,,,834061,1171480,705844,161266,621654,782646,268236,133389,141938,234043,,,,
Spain,Operator Holding Account,ALTADIS SA,"c/ Eloy Gonzalo, 10",Madrid,0,14987,14987,14094,14094,14094,14094,0,,,,,,,,,,13026,10897,12517,9725,3650,639,Not Reported,,,,,,,,,,13026,10897,12517,9725,3650,639,,,,,,,,,
Spain,Operator Holding Account,ALUDIUM TRANSFORMACION DE PRODUCTOS SOCIEDAD LIMITADA.,"Barrio Ibarguren, s/n",Amorebieta-Extano,,,,,,,,,34416,33818,33213,32602,31985,31361,30729,30096,,,,,,,,,34823,32724,34068,36863,,,,,,,,,,,,,34823,32724,34068,36863,,,,
